Id;Band;Title;Cover;plays;Spotify;Albums;;;;;;;;
4907;Lykke Li ; No Rest for the Wicked;http://userserve-ak.last.fm/serve/126/97695169.png;340075;0DJZtb8ghBDpBJ2qXxlPBK;0;;;;;;;;
4908;Avicii ; Sweet Dreams (Avicii Swede Dreams Mix);http://userserve-ak.last.fm/serve/126/64837053.png;20215;0630TUXzQz8b28t3DbxNJN;http://www.lastfm.it//music/Avicii/Sweet+Dreams;http://www.lastfm.it//music/Avicii/Avicii+Presents+Strictly+Miami;http://www.lastfm.it//music/Various+Artists/Gorgeous+Ibiza;http://www.lastfm.it//music/Various+Artists/Christmas+Present+for+House+Lovers;;;;;
4909;Jennifer Lopez ; Dance Again (feat. Pitbull);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;440947;5hsIuYTx3v2CUQQ3C6TdvB;0;;;;;;;;
4910;Dimitri Vegas & Like Mike & Regi ; Momentum (Mystique Remix);http://userserve-ak.last.fm/serve/126/87076713.jpg;417;3HpU8VaO9fttHccyGNtWFN;0;;;;;;;;
4911;Cold War Kids ; Tell Me in the Morning;http://userserve-ak.last.fm/serve/126/11177203.jpg;991160;6SrBHeLPwVum7pWmF693TU;http://www.lastfm.it//music/Cold+War+Kids/Robbers+And+Cowards;http://www.lastfm.it//music/Cold+War+Kids/Robbers+&+Cowards;http://www.lastfm.it//music/Cold+War+Kids/With+Our+Wallets+Full;http://www.lastfm.it//music/Various+Artists/Rolling+Stone:+New+Noises,+Volume+81;;;;;
4912;King Geedorah ; Take Me To Your Leader;http://userserve-ak.last.fm/serve/126/98375431.png;126257;2lTyedK9qwRjY9IBgYdUOi;http://www.lastfm.it//music/King+Geedorah/Take+Me+to+Your+Leader;http://www.lastfm.it//music/Various+Artists/Take+Me+To+Your+Leader;;;;;;;
4913;Jennifer Lopez ; On the Floor (feat. Pitbull);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;2873937;11K4UwCP5UW4Fv9wFNimaA;0;;;;;;;;
4914;Janet Jackson ; Because of Love;http://userserve-ak.last.fm/serve/126/97902925.png;82647;40kJxdeSmQieEgTgShXumm;http://www.lastfm.it//music/Janet+Jackson/Janet;http://www.lastfm.it//music/Janet+Jackson/janet.;http://www.lastfm.it//music/Janet+Jackson/The+Best;http://www.lastfm.it//music/Janet/The+Best;;;;;
4915;Cold War Kids ; Passing the Hat;http://userserve-ak.last.fm/serve/126/11177203.jpg;813273;5y1NM6pOflBOzr5gJUXfKV;http://www.lastfm.it//music/Cold+War+Kids/Robbers+And+Cowards;http://www.lastfm.it//music/Cold+War+Kids/Robbers+&+Cowards;http://www.lastfm.it//music/Cold+War+Kids/Daytrotter+Session;http://www.lastfm.it//music/Cold+War+Kids/Live+From+Soho;;;;;
4916;Hyper Crush ; WTF;http://userserve-ak.last.fm/serve/126/82500645.png;20484;0qT2SZ4iy4jzHpZ8ddO1cZ;http://www.lastfm.it//music/Hyper+Crush/Night+Wave;http://www.lastfm.it//music/NO+FILTR+feat.+RUBO/Night+Wave;;;;;;;
4917;Alison Valentine ; Peanut Butter;http://userserve-ak.last.fm/serve/126/80717731.png;5086;1uL6ICefDI2e4QdhFhJ00O;0;;;;;;;;
4918;TLC ; What About Your Friends;http://userserve-ak.last.fm/serve/126/74012782.png;100202;2kj85VbgWmhWKyrZGpnxXc;http://www.lastfm.it//music/TLC/Ooooooohhh...On+the+TLC+Tip;http://www.lastfm.it//music/TLC/Ooooooohhh...+On+The+TLC+Tip;http://www.lastfm.it//music/TLC/Now+and+Forever:+The+Hits;http://www.lastfm.it//music/TLC/20;;;;;
4919;Hyper Crush ; Flip The Switch;http://userserve-ak.last.fm/serve/126/82500645.png;20527;20qISUUYSa95IyPOPKaJO2;http://www.lastfm.it//music/Hyper+Crush/Night+Wave;http://www.lastfm.it//music/Hyper+Crush/Flip+The+Switch;http://www.lastfm.it//music/NO+FILTR+feat.+RUBO/Night+Wave;;;;;;
4920;Alison Valentine ; Warm Winter's Day;http://userserve-ak.last.fm/serve/126/86367559.png;2502;5Ww5SsSz2MO4gR2Vw5rMAt;0;;;;;;;;
4921;Colette Carr ; Bitch Like Me;http://userserve-ak.last.fm/serve/126/63676627.png;33722;1YE0ymet1ULkJOBFuH1FzA;0;;;;;;;;
4922;Daft Punk ; Within;http://userserve-ak.last.fm/serve/126/92459761.png;1554856;7Bxv0WL7UC6WwQpk9TzdMJ;0;;;;;;;;
4923;M.I.A. ; Bring the Noize;http://userserve-ak.last.fm/serve/126/94792703.png;460449;2amDoUZnXEXVz10HSalMce;http://www.lastfm.it//music/M.I.A./Matangi;http://www.lastfm.it//music/M.I.A./Bring+The+Noize;;;;;;;
4924;Colette Carr ; F16;http://userserve-ak.last.fm/serve/126/91865893.jpg;25564;0yzvveurFK6OJZPTBRrCQP;http://www.lastfm.it//music/Colette+Carr/Skitszo+Collection;http://www.lastfm.it//music/Colette+Carr/Skitszo+(Part+1);http://www.lastfm.it//music/Colette+Carr/SKITSZO;;;;;;
4925;The Knocks ; Savior (feat. Ra Ra Riot);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;5110;2JDTiCpuTClauMI7anVLGL;0;;;;;;;;
4926;Empire of the Sun ; Delta Bay;http://userserve-ak.last.fm/serve/126/77717248.png;880271;02sSLpVnWwkPEAhlOdHl2J;0;;;;;;;;
4927;Queens of the Stone Age ; The Vampyre of Time and Memory;http://userserve-ak.last.fm/serve/126/88473229.png;943692;5q453TyHMg7pxYdNG9nufn;http://www.lastfm.it//music/Queens+of+the+Stone+Age/...Like+Clockwork;http://www.lastfm.it//music/Queens+of+the+Stone+Age/%E2%80%A6Like+Clockwork;;;;;;;
4928;The Knocks ; The One (feat. Sneaky Sound System);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;8238;0jNxgituiQC0DfdSaYgSL0;0;;;;;;;;
4929;The Cataracs ; Top Of The World;http://userserve-ak.last.fm/serve/126/60651331.png;371008;1Naun7wLNizLn2NUwzPMha;http://www.lastfm.it//music/The+Cataracs/Top+Of+The+World;http://www.lastfm.it//music/Various+Artists/200%25+Hits+2011,+Volume+2;;;;;;;
4930;Miami Horror ; Moon Theory;http://userserve-ak.last.fm/serve/126/50187501.png;436762;1Gt7GjP5bgPWIX2SRUiyMJ;http://www.lastfm.it//music/Miami+Horror/Illumination;http://www.lastfm.it//music/Miami+Horror/Moon+Theory;;;;;;;
4931;The Strokes ; Slow Animals;http://userserve-ak.last.fm/serve/126/87837741.png;391398;5y1FCAhYarSCNO9I9hS82M;0;;;;;;;;
4932;deadmau5 ; Fustercluck - Original Mix;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;13346;2bgHJ7px0RRYzP6pWkD4Kg;0;;;;;;;;
4933;Bag Raiders ; Shooting Stars;http://userserve-ak.last.fm/serve/126/52449155.png;1037766;0XnCJWu54UKopZQbg06jtK;http://www.lastfm.it//music/Bag+Raiders/Bag+Raiders;http://www.lastfm.it//music/Bag+Raiders/Shooting+Stars;http://www.lastfm.it//music/Bag+Raiders/Turbo+Love;http://www.lastfm.it//music/John+Course/Ministry+of+Sound:+The+Annual+2010;;;;;
4934;GEMS ; Pegasus;http://userserve-ak.last.fm/serve/126/97025079.jpg;9568;0K2PT9sdPaOBzfhJvqPlbn;0;;;;;;;;
4935;Bonobo ; First Fires (ft. Grey Reverend);http://userserve-ak.last.fm/serve/126/87936059.png;506514;2Yz2Z1ENB85nYrK3Rg2qxO;0;;;;;;;;
4936;deadmau5 ; Trepid - Original Mix;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;14393;01LgpndYyApDXea78S3nPD;0;;;;;;;;
4937;Marnie ; The Hunter;http://userserve-ak.last.fm/serve/126/90518783.png;27326;4JKF0KZy6Dl4v2QzZpJ5b1;0;;;;;;;;
4938;Cut Copy ; Hearts On Fire;http://userserve-ak.last.fm/serve/126/69495270.png;1993086;069sKBU6UX7E2swAvSguE5;http://www.lastfm.it//music/Cut+Copy/In+Ghost+Colours;http://www.lastfm.it//music/Cut+Copy/Hearts+On+Fire;http://www.lastfm.it//music/Cut+Copy/In+Ghost+Colours+(UK+Version);http://www.lastfm.it//music/Cut+Copy/Hearts+Of+Fire;;;;;
4939;DubVision ; Redux (Original Mix);http://userserve-ak.last.fm/serve/126/90001279.jpg;2863;3omuNgJ2sDR1XnONWAjzOJ;0;;;;;;;;
4940;Bastille ; Things We Lost in the Fire (Abbey Road sessions);http://userserve-ak.last.fm/serve/126/84870913.png;100444;5AWQc8fRhrXSekKf5sR5WM;http://www.lastfm.it//music/Bastille/Bad+Blood+(The+Extended+Cut);http://www.lastfm.it//music/Bastille/Bad+Blood:+The+Extended+Cut;;;;;;;
4941;Dev ; In My Trunk;http://userserve-ak.last.fm/serve/126/67723968.png;226037;0HdMYRwJlpGPjkjGfNEvLv;http://www.lastfm.it//music/Dev/The+Night+The+Sun+Came+Up;http://www.lastfm.it//music/Dev/In+My+Trunk;;;;;;;
4942;Wolfgang Gartner ; Wolfgang's 5th Symphony;http://userserve-ak.last.fm/serve/126/63447681.jpg;96140;0K6f28s5ucQ5thOFqShRGP;http://www.lastfm.it//music/Wolfgang+Gartner/Wolfgang%27s+5th+Symphony;http://www.lastfm.it//music/Wolfgang+Gartner/Back+Story;http://www.lastfm.it//music/Wolfgang+Gartner/Wolfgang%27s+5th+Symphony+%2F+The+Grey+Agenda;http://www.lastfm.it//music/Wolfgang+Gartner/Wolfgangs+5th+Symphony+%2F+The+Grey+Agenda;;;;;
4943;The xx ; Tides;http://userserve-ak.last.fm/serve/126/88381961.png;1526988;12DE4ela8kEMRNIEYEhKy2;0;;;;;;;;
4944;Bastille ; Flaws;http://userserve-ak.last.fm/serve/126/91244823.png;1166450;1IqgxNDfZ5i0sM9d6P6G5y;http://www.lastfm.it//music/Bastille/Bad+Blood;http://www.lastfm.it//music/Bastille/All+This+Bad+Blood;http://www.lastfm.it//music/Bastille/Flaws;http://www.lastfm.it//music/Bastille/Bad+Blood+(The+Extended+Cut);;;;;
4945;Dev ; Dancing Shoes;http://userserve-ak.last.fm/serve/126/67723968.png;109555;0kpLgc5YwuDzjcjTL1VIyT;0;;;;;;;;
4946;Melleefresh ; Intuition (Dubsidia Mix);http://userserve-ak.last.fm/serve/126/72891022.jpg;1165;2EQSb8nBYdSjqUU5NkZYsB;0;;;;;;;;
4947;Lana Del Rey ; Without You;http://userserve-ak.last.fm/serve/126/82268821.png;2897436;3Sd2ymbb7t38Q57ltUPFJw;http://www.lastfm.it//music/Lana+Del+Rey/Born+to+Die+-+The+Paradise+Edition;http://www.lastfm.it//music/Lana+Del+Rey/Born+to+Die+(Deluxe+Version);http://www.lastfm.it//music/Lana+Del+Rey/Born+to+Die:+The+Paradise+Edition;;;;;;
4948;Ke$ha ; Blow;http://userserve-ak.last.fm/serve/126/97297005.png;2266765;04hZllXj21p2UdzLrV84ff;http://www.lastfm.it//music/Ke$ha/Cannibal;http://www.lastfm.it//music/Ke$ha/Animal+%252B+Cannibal+(Deluxe+Edition);http://www.lastfm.it//music/+noredirect/Various/Wind+Music+Awards+2011;http://www.lastfm.it//music/Ke$ha/Animal+%252B+Cannibal;;;;;
4949;Dada Life ; Cookies With A Smile - Radio Edit;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;58855;0ZcHS7T2sipvZsluRP3GPj;0;;;;;;;;
4950;Usher ; Nice & Slow;http://userserve-ak.last.fm/serve/126/92159953.png;253530;0BUXkJNraLK1pQPLXj3glm;http://www.lastfm.it//music/Usher/My+Way;http://www.lastfm.it//music/Usher/My+Way+%2F+8701;http://www.lastfm.it//music/Usher/Live;http://www.lastfm.it//music/Usher/My+Way+(TV+Coproduction+France);;;;;
4951;Ke$ha ; Take It Off;http://userserve-ak.last.fm/serve/126/98408283.png;3465290;00ugb7f3nwbYGcilWgBcrP;http://www.lastfm.it//music/Ke$ha/Animal;http://www.lastfm.it//music/Ke$ha/Animal+%252B+Cannibal+(Deluxe+Edition);http://www.lastfm.it//music/Ke$ha/Animal+%252B+Cannibal;http://www.lastfm.it//music/+noredirect/Various/Work+It+Out!;;;;;
4952;Black Eyed Peas ; I Gotta Feeling;http://userserve-ak.last.fm/serve/126/55595879.png;5935486;01BTkFjf4CMKPluW38AWLy;http://www.lastfm.it//music/Black+Eyed+Peas/The+E.N.D.;http://www.lastfm.it//music/Black+Eyed+Peas/Invasion+Of+I+Gotta+Feeling+-+Megamix+E.P.;http://www.lastfm.it//music/Various+Artists/Summer+Eletrohits+6;http://www.lastfm.it//music/Various+Artists/Top+50+MCM;;;;;
4953;Zedd ; Codec;http://userserve-ak.last.fm/serve/126/90834931.jpg;186049;5qjdix64qjq8RomdhN6v5c;http://www.lastfm.it//music/Brian+Tyler/Now+You+See+Me+(Original+Motion+Picture+Soundtrack);http://www.lastfm.it//music/Brian+Tyler/Now+You+See+Me;http://www.lastfm.it//music/+noredirect/Various/Now+You+See+Me+(Original+Motion+Picture+Soundtrack);http://www.lastfm.it//music/Various+Artists/Now+You+See+Me+(Original+Motion+Picture+Soundtrack);;;;;
4954;Janet Jackson ; Any Time, Any Place;http://userserve-ak.last.fm/serve/126/97902925.png;120666;2yOm4lN7aTygtXanJFNFWU;http://www.lastfm.it//music/Janet+Jackson/Janet;http://www.lastfm.it//music/Janet+Jackson/janet.;http://www.lastfm.it//music/Janet+Jackson/The+Best;http://www.lastfm.it//music/Janet/The+Best;;;;;
4955;Global Deejays ; Kids - Radio Edit;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;10634;0uEzEjD99ypqqbOckik1dj;0;;;;;;;;
4956;Empire of the Sun ; The World;http://userserve-ak.last.fm/serve/126/77717248.png;691232;0BHd3uiQB4OQQQxjkyczTx;0;;;;;;;;
4957;Zedd ; Stache;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;187276;1MxMhBuHExKbPC8D25cgSH;0;;;;;;;;
4958;Havana Brown ; Big Banana (feat. R3hab & Prophet);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;49782;45MpoG2B3CEHoZa8OhrAw2;0;;;;;;;;
4959;T.I. ; Dead And Gone;http://userserve-ak.last.fm/serve/126/55144533.png;366574;1CFFj8X9Na9RGkIyE9OJjO;http://www.lastfm.it//music/T.I./Paper+Trail:+Case+Closed;http://www.lastfm.it//music/Various+Artists/NRJ+Summer+Hits+Only+2009;http://www.lastfm.it//music/Various+Artists/Bootcamp+Powermix,+Volume+2;;;;;;
4960;Miami Horror ; Sometimes;http://userserve-ak.last.fm/serve/126/50187501.png;1015425;1j9Mzx3y2EMTqT7OyHjUN2;http://www.lastfm.it//music/Miami+Horror/Illumination;http://www.lastfm.it//music/Miami+Horror/Sometimes;http://www.lastfm.it//music/Miami+Horror/Sometimes+(Remixed);http://www.lastfm.it//music/Various+Artists/Absolute+Summer+Hits;;;;;
4961;Viktor Vaughn ; Lactose and Lecithin;http://userserve-ak.last.fm/serve/126/41015623.jpg;104850;0KOGZVdk416C6bjBQJpVZH;0;;;;;;;;
4962;Inna ; In Your Eyes;http://userserve-ak.last.fm/serve/126/87917611.png;55872;0lfQVopKxq2G7d22OmFdqz;http://www.lastfm.it//music/Inna/Party+Never+Ends;http://www.lastfm.it//music/Inna/Party+Never+Ends+(Deluxe+Edition);http://www.lastfm.it//music/Inna/In+Your+Eyes;;;;;;
4963;Jay-Z ; Run This Town;http://userserve-ak.last.fm/serve/126/55078433.jpg;396672;0Gw6Ruu2LCvDpC94ybVtS4;http://www.lastfm.it//music/Jay-Z/The+Hits+Collection,+Volume+1;http://www.lastfm.it//music/Jay-Z/Live+In+Brooklyn;;;;;;;
4964;Viktor Vaughn ; The Drop;http://userserve-ak.last.fm/serve/126/41015623.jpg;110550;38Sh5gu8evstYMUWs0C7Kd;http://www.lastfm.it//music/Viktor+Vaughn/Vaudeville+Villain;http://www.lastfm.it//music/Viktor+Vaughn/Rae+Dawn+%2F+Change+the+Beat;http://www.lastfm.it//music/Viktor+Vaughn/Rae+Dawn;http://www.lastfm.it//music/Various+Artists/HVY.17.Sumosonic;;;;;
4965;MF DOOM ; Hey!;http://userserve-ak.last.fm/serve/126/86246387.jpg;182355;38Sh5gu8evstYMUWs0C7Kd;http://www.lastfm.it//music/MF+DOOM/Operation+Doomsday;http://www.lastfm.it//music/MF+DOOM/Operation:+Doomsday;http://www.lastfm.it//music/MF+DOOM/OPERATION:+DOOMSDAY+(Complete);http://www.lastfm.it//music/MF+DOOM/Dead+Bent;;;;;
4966;Kerli ; The Lucky Ones;http://userserve-ak.last.fm/serve/126/87140431.png;159622;1mzsS2gPN9HHG9B4LGuhsD;http://www.lastfm.it//music/Kerli/Utopia;http://www.lastfm.it//music/Kerli/The+Lucky+Ones;;;;;;;
4967;Jay-Z ; Empire State Of Mind;http://userserve-ak.last.fm/serve/126/55078433.jpg;751879;2FhmwMy8LkJAAZv6gb08tq;http://www.lastfm.it//music/Jay-Z/The+Hits+Collection,+Volume+1;http://www.lastfm.it//music/Jay-Z/Live+In+Brooklyn;http://www.lastfm.it//music/Various+Artists/Massive+R&B+Spring+2010;;;;;;
4968;Flo Rida ; Club Can't Handle Me (feat. David Guetta);http://userserve-ak.last.fm/serve/126/70269142.jpg;498814;0DuHRqcdSbLle7dAGUz71z;http://www.lastfm.it//music/+noredirect/Various+Artist/NOW+17;http://www.lastfm.it//music/Flo+Rida/Only+One+Flo+(Part+1);http://www.lastfm.it//music/Various+Artists/Los+n%C2%BA+1+de+los+40+principales;http://www.lastfm.it//music/Various+Artists/NRJ+Music+Awards+2011;;;;;
4969;MF DOOM ; Gas Drawls;http://userserve-ak.last.fm/serve/126/86246387.jpg;202390;0k8V9gjNAC0bEPT6GEuRPK;http://www.lastfm.it//music/MF+DOOM/Operation+Doomsday;http://www.lastfm.it//music/MF+DOOM/Operation:+Doomsday;http://www.lastfm.it//music/MF+DOOM/OPERATION:+DOOMSDAY+(Complete);http://www.lastfm.it//music/MF+DOOM/Twisted+Metal+Pt.+1;;;;;
4970;Two Door Cinema Club ; Someday;http://userserve-ak.last.fm/serve/126/83262529.png;695879;1uPuCvM8Y0QWS2M3p8kiq5;http://www.lastfm.it//music/Two+Door+Cinema+Club/Beacon;http://www.lastfm.it//music/Two+Door+Cinema+Club/Beacon+(Deluxe);;;;;;;
4971;DJ Khaled ; I'm On One;http://userserve-ak.last.fm/serve/126/81537789.jpg;81852;0IekdWvcDKkcnUyJt0NWga;0;;;;;;;;
4972;Avicii ; Edom;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;48702;0lNxBkpEBh0XZmlmtxbu32;0;;;;;;;;
4973;Madvillain ; Figaro;http://userserve-ak.last.fm/serve/126/95286909.jpg;627058;3iKZJnZqHL42a2768OHNNZ;http://www.lastfm.it//music/Madvillain/Madvillainy;http://www.lastfm.it//music/+noredirect/Madvillainy/Madvillainy;http://www.lastfm.it//music/Madvillain/Madvillainy+Instrumentals;;;;;;
4974;Toni Braxton ; He Wasn't Man Enough;http://userserve-ak.last.fm/serve/126/96710951.png;476464;0YJG7ua8qJIKLgywulTyBT;http://www.lastfm.it//music/Toni+Braxton/The+Heat;http://www.lastfm.it//music/Toni+Braxton/The+Essential+Toni+Braxton;http://www.lastfm.it//music/Toni+Braxton/Playlist:+The+Very+Best+Of+Toni+Braxton;http://www.lastfm.it//music/Toni+Braxton/Breathe+Again:+The+Best+Of+Toni+Braxton;;;;;
4975;M83 ; Reunion;http://userserve-ak.last.fm/serve/126/71737222.png;1928011;0Oc9iVmcFzQlGOUWcddoZL;http://www.lastfm.it//music/M83/Hurry+Up,+We%27re+Dreaming;http://www.lastfm.it//music/M83/Hurry+Up+We%27re+Dreaming;http://www.lastfm.it//music/M83/Hurry+Up,+We%27re+Dreaming.;http://www.lastfm.it//music/M83/Reunion+Remixes;;;;;
4976;Mary J. Blige ; Real Love;http://userserve-ak.last.fm/serve/126/9552151.jpg;401777;0kOTxRmtRc7CEp4Km6SRZa;http://www.lastfm.it//music/Mary+J.+Blige/Reflections+-+A+Retrospective;http://www.lastfm.it//music/Mary+J.+Blige/The+Tour;http://www.lastfm.it//music/Mary+J.+Blige/Reflections+(A+Retrospective);http://www.lastfm.it//music/Mary+J.+Blige/What%27s+the+411%3F+Remix;;;;;
4977;M83 ; Where the Boats Go;http://userserve-ak.last.fm/serve/126/71737222.png;1248000;2dAMjU9YnYweklzi4WakvT;http://www.lastfm.it//music/M83/Hurry+Up,+We%27re+Dreaming;http://www.lastfm.it//music/M83/Hurry+Up+We%27re+Dreaming;http://www.lastfm.it//music/M83/Hurry+Up,+We%27re+Dreaming.;http://www.lastfm.it//music/M83/Hurry+Up,+We%E2%80%99re+Dreaming;;;;;
4978;Wynter Gordon ; Buy My Love;http://userserve-ak.last.fm/serve/126/84144067.png;90634;0zXBaA2ep2iqY7rdryE0ag;http://www.lastfm.it//music/Wynter+Gordon/With+the+Music+I+Die;http://www.lastfm.it//music/Various+Artists/NOW:+The+Hits+of+Summer+2012;http://www.lastfm.it//music/Various+Artists/Essential+R&B+2012;;;;;;
4979;Feed Me ; Cloudburn - Original Mix;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;89265;4KivfGFtdiXkegoQ1uJrsQ;0;;;;;;;;
4980;Sebastian Ingrosso ; Calling - Original Instrumental Mix;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;28160;05nMzlGfYwO9WDIWp8PS9s;0;;;;;;;;
4981;Alexis Jordan ; Happiness;http://userserve-ak.last.fm/serve/126/45789299.png;801015;0H14IzhQhRvWrgz4puqil9;http://www.lastfm.it//music/Alexis+Jordan/Happiness;http://www.lastfm.it//music/+noredirect/Various/Essential+R&B+-+Spring+2011;http://www.lastfm.it//music/Alexis+Jordan/Alexis+Jordan;http://www.lastfm.it//music/Alexis+Jordan/Untitled+Album;;;;;
4982;Kill the Noise ; Dying feat. Ultra Violet Sound & Emily Hudson (Brown & Gammon Remix);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;60532;0MHRDZ9sbEWl46lhK9lyN1;0;;;;;;;;
4983;Madvillain ; Money Folder;http://userserve-ak.last.fm/serve/126/95286909.jpg;567541;147WPaIvJ7oDXgfQR5QIsz;http://www.lastfm.it//music/Madvillain/Madvillainy;http://www.lastfm.it//music/+noredirect/Madvillainy/Madvillainy;http://www.lastfm.it//music/Madvillain/Madvillainy+Instrumentals;http://www.lastfm.it//music/Madvillain/Money+Folder;;;;;
4984;Alt-J ; Something Good;http://userserve-ak.last.fm/serve/126/83901243.png;2301883;0atIu1kHzJEAaqLgVqBzua;http://www.lastfm.it//music/Alt-J/An+Awesome+Wave;http://www.lastfm.it//music/Alt-J/Something+Good;http://www.lastfm.it//music/Alt-J/Films;http://www.lastfm.it//music/Alt-J/An+Awesome+Wave+-+Limited+Tour+Edition;;;;;
4985;Jay Sean ; Do You Remember;http://userserve-ak.last.fm/serve/126/45576173.jpg;399676;0BUnpCWQZs3Z29lEpqQCSk;http://www.lastfm.it//music/+noredirect/Multi+Interpr%C3%A8tes/NRJ+Hit+List+2010;http://www.lastfm.it//music/Jay+Sean/All+or+Nothing;http://www.lastfm.it//music/+noredirect/Eri+esitt%C3%A4ji%C3%A4/Essential+R&B+2010;http://www.lastfm.it//music/Jay+Sean/Do+You+Remember;;;;;
4986;Madvillain ; Curls;http://userserve-ak.last.fm/serve/126/95286909.jpg;654856;456ZtSbSaWx1s5TzWLhkHZ;http://www.lastfm.it//music/Madvillain/Madvillainy;http://www.lastfm.it//music/+noredirect/Madvillainy/Madvillainy;http://www.lastfm.it//music/Madvillain/Madvillainy+Instrumentals;http://www.lastfm.it//music/Madvillain/Koushik+Remixes;;;;;
4987;B.o.B ; Airplanes;http://userserve-ak.last.fm/serve/126/87150469.jpg;872605;09pvw8n6j0XAryJelHrzwt;0;;;;;;;;
4988;Woodkid ; I Love You;http://userserve-ak.last.fm/serve/126/86640949.png;1009370;140tt65Z4efDd4EZeJz4iQ;http://www.lastfm.it//music/Woodkid/The+Golden+Age;http://www.lastfm.it//music/Woodkid/I+Love+You;http://www.lastfm.it//music/Various+Artists/FM4+Soundselection:+28;http://www.lastfm.it//music/Various+Artists/Bravo+Hits+81;;;;;
4989;Chris Brown ; Do It Again;http://userserve-ak.last.fm/serve/126/87899903.png;8658;6HCIUUBAIdK221lYhvNccP;0;;;;;;;;
4990;David Guetta ; Metro Music;http://userserve-ak.last.fm/serve/126/94507671.png;140873;4m9Fc8ZCfl1ILchJ47CmKR;http://www.lastfm.it//music/David+Guetta/Nothing+But+the+Beat+Ultimate;http://www.lastfm.it//music/David+Guetta/Nothing+But+The+Beat+(Deluxe+Edition);http://www.lastfm.it//music/David+Guetta/Nothing+But+The+Beat+-+The+Electronic+Album;;;;;;
4991;Betty Who ; Heartbreak Dream;http://userserve-ak.last.fm/serve/126/98031037.png;37706;1a1aq6oVS4H10vnWqpMjKt;http://www.lastfm.it//music/Betty+Who/Slow+Dancing+-+EP;http://www.lastfm.it//music/Betty+Who/Heartbreak+Dream;http://www.lastfm.it//music/Betty+Who/Slow+Dancing;;;;;;
4992;Kill the Noise ; She Likes To Party;http://userserve-ak.last.fm/serve/126/72881328.png;65604;5869Dms0f1b3vjvV8FxEy3;0;;;;;;;;
4993;David Guetta ; Glasgow;http://userserve-ak.last.fm/serve/126/68483408.png;154778;0o4stbYYh6s34Y8HFmBYE6;http://www.lastfm.it//music/David+Guetta/Nothing+but+the+Beat;http://www.lastfm.it//music/David+Guetta/Nothing+But+the+Beat+Ultimate;http://www.lastfm.it//music/David+Guetta/Nothing+But+The+Beat+(Deluxe+Edition);http://www.lastfm.it//music/David+Guetta/Nothing+But+The+Beat+-+The+Electronic+Album;;;;;
4994;Kevin Rudolf ; You Make The Rain Fall;http://userserve-ak.last.fm/serve/126/82589967.png;54584;3YtJhezmGgYtVeQqM8f50T;0;;;;;;;;
4995;Say Lou Lou ; Better in the Dark;http://userserve-ak.last.fm/serve/126/94062399.png;76681;49IhSDdsyP6NclI4AZIlxb;http://www.lastfm.it//music/Say+Lou+Lou/Better+in+the+Dark;http://www.lastfm.it//music/Various+Artists/De+Afrekening+56;;;;;;;
4996;Avicii & Nicky Romero ; I Could Be the One (Nicktim Radio Edit);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;53186;6GmjyKkvd5luGpQGsLw5wE;0;;;;;;;;
4997;Arcade Fire ; Modern Man;http://userserve-ak.last.fm/serve/126/50128417.png;3167313;1WJjzkqIXzTQtqXTlPG5Qo;http://www.lastfm.it//music/Arcade+Fire/The+Suburbs;http://www.lastfm.it//music/Arcade+Fire/2010-08-28:+Reading+Festival,+Reading,+UK;;;;;;;
4998;Drake ; Shot for Me;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;920115;4ssgY2QIOZ5k9MTZCccAH9;0;;;;;;;;
4999;Chris Brown ; Turn Up the Music;http://userserve-ak.last.fm/serve/126/87899903.png;1217258;07WD5IzNYJekHPUWpST7UG;http://www.lastfm.it//music/Chris+Brown/Fortune+(Deluxe+Version);http://www.lastfm.it//music/Chris+Brown/Turn+Up+the+Music;http://www.lastfm.it//music/Chris+Brown/Fortune;http://www.lastfm.it//music/+noredirect/Various/NRJ+Total+Hits+2012;;;;;
5000;Afrojack ; Yubaba;http://userserve-ak.last.fm/serve/126/90816425.png;8556;0HXdPQlHy1PCMtxl45OABG;0;;;;;;;;
5001;Drake ; The Ride;http://userserve-ak.last.fm/serve/126/85593621.jpg;280489;4Ja0ggXyXQ7A40b68jtmTa;0;;;;;;;;
